"SampleID","FIELDID","DateSampled","Primary ID","Length in cm","Quantity"
"133","MR-20","2015-06-19 00:00:00","168","10.5","6"
"133","MR-20","2015-06-19 00:00:00","168","11","5"
"133","MR-20","2015-06-19 00:00:00","168","12","1"
"133","MR-20","2015-06-19 00:00:00","168","13","4"
"133","MR-20","2015-06-19 00:00:00","168","14","1"
"133","MR-20","2015-06-19 00:00:00","180","5.5","1"
"133","MR-20","2015-06-19 00:00:00","180","6","1"
"133","MR-20","2015-06-19 00:00:00","180","6.5","2"
"133","MR-20","2015-06-19 00:00:00","180","7","1"
"133","MR-20","2015-06-19 00:00:00","180","8","1"
"133","MR-20","2015-06-19 00:00:00","180","9","1"
"133","MR-20","2015-06-19 00:00:00","180","9.5","1"
"133","MR-20","2015-06-19 00:00:00","180","10","1"
"133","MR-20","2015-06-19 00:00:00","192","7.5","1"
"133","MR-20","2015-06-19 00:00:00","192","9.5","1"
"133","MR-20","2015-06-19 00:00:00","192","10.5","1"
"133","MR-20","2015-06-19 00:00:00","209","4.5","1"
"133","MR-20","2015-06-19 00:00:00","209","5","12"
"133","MR-20","2015-06-19 00:00:00","209","5.5","11"
"133","MR-20","2015-06-19 00:00:00","209","6","13"
"133","MR-20","2015-06-19 00:00:00","209","6.5","6"
"133","MR-20","2015-06-19 00:00:00","209","7","2"
"133","MR-20","2015-06-19 00:00:00","209","7.5","1"
"133","MR-20","2015-06-19 00:00:00","209","8","1"
"133","MR-20","2015-06-19 00:00:00","200","6.5","1"
"133","MR-20","2015-06-19 00:00:00","200","7.5","1"
"133","MR-20","2015-06-19 00:00:00","200","10.5","1"
"133","MR-20","2015-06-19 00:00:00","200","11","1"
"133","MR-20","2015-06-19 00:00:00","200","19","1"
"133","MR-20","2015-06-19 00:00:00","200","23","1"
"133","MR-20","2015-06-19 00:00:00","206","20","1"
"133","MR-20","2015-06-19 00:00:00","181","9","2"
"133","MR-20","2015-06-19 00:00:00","181","9.5","5"
"133","MR-20","2015-06-19 00:00:00","181","10","6"
"133","MR-20","2015-06-19 00:00:00","181","10.5","2"
"133","MR-20","2015-06-19 00:00:00","181","11","7"
"133","MR-20","2015-06-19 00:00:00","181","12","2"
"133","MR-20","2015-06-19 00:00:00","181","15","1"
"133","MR-20","2015-06-19 00:00:00","181","20","1"
"134","MR-11","2015-07-10 00:00:00","166","","1"
"134","MR-11","2015-07-10 00:00:00","176","","1"
"134","MR-11","2015-07-10 00:00:00","181","","2"
"134","MR-11","2015-07-10 00:00:00","212","","47"
"134","MR-11","2015-07-10 00:00:00","214","","9"
"134","MR-11","2015-07-10 00:00:00","215","","6"
"135","MR-13","2015-07-10 00:00:00","167","","1"
"135","MR-13","2015-07-10 00:00:00","168","","3"
"135","MR-13","2015-07-10 00:00:00","177","","9"
"135","MR-13","2015-07-10 00:00:00","180","","1"
"135","MR-13","2015-07-10 00:00:00","181","","4"
"135","MR-13","2015-07-10 00:00:00","203","","1"
"135","MR-13","2015-07-10 00:00:00","207","","1"
"135","MR-13","2015-07-10 00:00:00","212","","2"
"136","MR-4","2015-07-10 00:00:00","166","","15"
"136","MR-4","2015-07-10 00:00:00","168","","1"
"136","MR-4","2015-07-10 00:00:00","176","","17"
"136","MR-4","2015-07-10 00:00:00","181","","4"
"136","MR-4","2015-07-10 00:00:00","186","","4"
"136","MR-4","2015-07-10 00:00:00","203","","1"
"136","MR-4","2015-07-10 00:00:00","212","","1"
"136","MR-4","2015-07-10 00:00:00","215","","75"
"136","MR-4","2015-07-10 00:00:00","212","","28"
"137","MR-16","2015-07-11 00:00:00","168","8","1"
"137","MR-16","2015-07-11 00:00:00","181","4.5","1"
"137","MR-16","2015-07-11 00:00:00","203","6.5","1"
"137","MR-16","2015-07-11 00:00:00","212","3","4"
"137","MR-16","2015-07-11 00:00:00","181","20","1"
"137","MR-16","2015-07-11 00:00:00","181","25","1"
"137","MR-16","2015-07-11 00:00:00","212","3.5","1"
"137","MR-16","2015-07-11 00:00:00","212","5","1"
"137","MR-16","2015-07-11 00:00:00","212","5.5","1"
"137","MR-16","2015-07-11 00:00:00","212","6.5","1"
"138","MR-17","2015-07-11 00:00:00","177","","39"
"138","MR-17","2015-07-11 00:00:00","181","","29"
"138","MR-17","2015-07-11 00:00:00","197","","2"
"138","MR-17","2015-07-11 00:00:00","200","","1"
"138","MR-17","2015-07-11 00:00:00","203","","1"
"138","MR-17","2015-07-11 00:00:00","205","","1"
"138","MR-17","2015-07-11 00:00:00","206","","1"
"138","MR-17","2015-07-11 00:00:00","207","","3"
"138","MR-17","2015-07-11 00:00:00","209","","11"
"138","MR-17","2015-07-11 00:00:00","212","","51"
"139","MR-18","2015-07-11 00:00:00","166","7","3"
"139","MR-18","2015-07-11 00:00:00","168","8","3"
"139","MR-18","2015-07-11 00:00:00","176","6","1"
"139","MR-18","2015-07-11 00:00:00","177","3","26"
"139","MR-18","2015-07-11 00:00:00","181","5","1"
"139","MR-18","2015-07-11 00:00:00","190","48","1"
"139","MR-18","2015-07-11 00:00:00","197","26","1"
"139","MR-18","2015-07-11 00:00:00","201","6","1"
"139","MR-18","2015-07-11 00:00:00","206","3.5","1"
"139","MR-18","2015-07-11 00:00:00","207","3.5","1"
"139","MR-18","2015-07-11 00:00:00","208","10.5","1"
"139","MR-18","2015-07-11 00:00:00","209","3","3"
"139","MR-18","2015-07-11 00:00:00","212","3","3"
"139","MR-18","2015-07-11 00:00:00","176","6.5","1"
"139","MR-18","2015-07-11 00:00:00","176","7","4"
"139","MR-18","2015-07-11 00:00:00","176","8","1"
"139","MR-18","2015-07-11 00:00:00","176","8.5","1"
"139","MR-18","2015-07-11 00:00:00","168","8.5","1"
"139","MR-18","2015-07-11 00:00:00","168","9","3"
"139","MR-18","2015-07-11 00:00:00","168","9.5","1"
"139","MR-18","2015-07-11 00:00:00","168","10","2"
"139","MR-18","2015-07-11 00:00:00","168","10.5","1"
"139","MR-18","2015-07-11 00:00:00","168","11","2"
"139","MR-18","2015-07-11 00:00:00","168","11.5","2"
"139","MR-18","2015-07-11 00:00:00","177","3.5","35"
"139","MR-18","2015-07-11 00:00:00","177","4","29"
"139","MR-18","2015-07-11 00:00:00","212","3.5","2"
"139","MR-18","2015-07-11 00:00:00","212","6","1"
"139","MR-18","2015-07-11 00:00:00","207","5","1"
"139","MR-18","2015-07-11 00:00:00","207","5.5","3"
"139","MR-18","2015-07-11 00:00:00","207","6","1"
"139","MR-18","2015-07-11 00:00:00","209","3.5","3"
"139","MR-18","2015-07-11 00:00:00","209","4","2"
"139","MR-18","2015-07-11 00:00:00","209","4.5","1"
"139","MR-18","2015-07-11 00:00:00","209","5","4"
"139","MR-18","2015-07-11 00:00:00","209","5.5","2"
"139","MR-18","2015-07-11 00:00:00","206","4","2"
"139","MR-18","2015-07-11 00:00:00","206","5","1"
"139","MR-18","2015-07-11 00:00:00","206","5.5","1"
"139","MR-18","2015-07-11 00:00:00","206","11","1"
"139","MR-18","2015-07-11 00:00:00","206","11.5","1"
"139","MR-18","2015-07-11 00:00:00","206","13","2"
"139","MR-18","2015-07-11 00:00:00","166","8","2"
"139","MR-18","2015-07-11 00:00:00","166","8.5","1"
"139","MR-18","2015-07-11 00:00:00","166","9","1"
"139","MR-18","2015-07-11 00:00:00","181","5.5","1"
"139","MR-18","2015-07-11 00:00:00","181","11.5","1"
"139","MR-18","2015-07-11 00:00:00","181","14","2"
"140","Low7","2015-08-01 00:00:00","168","","3"
"140","Low7","2015-08-01 00:00:00","177","","43"
"140","Low7","2015-08-01 00:00:00","180","","2"
"140","Low7","2015-08-01 00:00:00","181","","18"
"140","Low7","2015-08-01 00:00:00","191","","5"
"140","Low7","2015-08-01 00:00:00","203","","10"
"140","Low7","2015-08-01 00:00:00","212","","4"
"140","Low7","2015-08-01 00:00:00","215","","41"
"141","Low8","2015-08-01 00:00:00","163","","6"
"141","Low8","2015-08-01 00:00:00","168","","4"
"141","Low8","2015-08-01 00:00:00","177","","105"
"141","Low8","2015-08-01 00:00:00","179","","2"
"141","Low8","2015-08-01 00:00:00","180","","6"
"141","Low8","2015-08-01 00:00:00","181","","38"
"141","Low8","2015-08-01 00:00:00","203","","2"
"141","Low8","2015-08-01 00:00:00","212","","1"
"141","Low8","2015-08-01 00:00:00","215","","26"
"142","Low6","2015-08-07 00:00:00","177","","51"
"142","Low6","2015-08-07 00:00:00","180","","5"
"142","Low6","2015-08-07 00:00:00","181","","48"
"142","Low6","2015-08-07 00:00:00","191","","1"
"142","Low6","2015-08-07 00:00:00","201","","12"
"142","Low6","2015-08-07 00:00:00","202","","4"
"142","Low6","2015-08-07 00:00:00","203","","9"
"142","Low6","2015-08-07 00:00:00","207","","1"
"142","Low6","2015-08-07 00:00:00","212","","42"
"142","Low6","2015-08-07 00:00:00","214","","12"
"142","Low6","2015-08-07 00:00:00","215","","11"
"143","LR-1","2015-08-07 00:00:00","168","","9"
"143","LR-1","2015-08-07 00:00:00","177","","21"
"143","LR-1","2015-08-07 00:00:00","180","","10"
"143","LR-1","2015-08-07 00:00:00","181","","17"
"143","LR-1","2015-08-07 00:00:00","201","","10"
"143","LR-1","2015-08-07 00:00:00","203","","3"
"143","LR-1","2015-08-07 00:00:00","207","","1"
"143","LR-1","2015-08-07 00:00:00","212","","38"
"143","LR-1","2015-08-07 00:00:00","214","","14"
"143","LR-1","2015-08-07 00:00:00","215","","12"
"144","Low5","2015-08-14 00:00:00","168","","3"
"144","Low5","2015-08-14 00:00:00","177","","27"
"144","Low5","2015-08-14 00:00:00","180","","6"
"144","Low5","2015-08-14 00:00:00","181","","3"
"144","Low5","2015-08-14 00:00:00","191","","1"
"144","Low5","2015-08-14 00:00:00","201","","5"
"144","Low5","2015-08-14 00:00:00","202","","3"
"144","Low5","2015-08-14 00:00:00","207","","2"
"144","Low5","2015-08-14 00:00:00","212","","11"
"144","Low5","2015-08-14 00:00:00","214","","1"
"144","Low5","2015-08-14 00:00:00","215","","2"
"145","LR-12","2015-08-14 00:00:00","163","","4"
"145","LR-12","2015-08-14 00:00:00","168","","5"
"145","LR-12","2015-08-14 00:00:00","176","","1"
"145","LR-12","2015-08-14 00:00:00","177","","30"
"145","LR-12","2015-08-14 00:00:00","179","","5"
"145","LR-12","2015-08-14 00:00:00","181","","31"
"145","LR-12","2015-08-14 00:00:00","182","","1"
"145","LR-12","2015-08-14 00:00:00","191","","2"
"145","LR-12","2015-08-14 00:00:00","197","","1"
"145","LR-12","2015-08-14 00:00:00","201","","5"
"145","LR-12","2015-08-14 00:00:00","202","","3"
"145","LR-12","2015-08-14 00:00:00","212","","30"
"145","LR-12","2015-08-14 00:00:00","214","","1"
"145","LR-12","2015-08-14 00:00:00","215","","5"
"146","LR-5","2015-08-14 00:00:00","168","","1"
"146","LR-5","2015-08-14 00:00:00","177","","35"
"146","LR-5","2015-08-14 00:00:00","180","","10"
"146","LR-5","2015-08-14 00:00:00","181","","34"
"146","LR-5","2015-08-14 00:00:00","201","","6"
"146","LR-5","2015-08-14 00:00:00","202","","4"
"146","LR-5","2015-08-14 00:00:00","203","","7"
"146","LR-5","2015-08-14 00:00:00","207","","1"
"146","LR-5","2015-08-14 00:00:00","208","","1"
"146","LR-5","2015-08-14 00:00:00","212","","42"
"147","Low10","2015-08-15 00:00:00","177","","4"
"147","Low10","2015-08-15 00:00:00","180","","3"
"147","Low10","2015-08-15 00:00:00","181","","10"
"147","Low10","2015-08-15 00:00:00","201","","5"
"147","Low10","2015-08-15 00:00:00","202","","4"
"147","Low10","2015-08-15 00:00:00","212","","52"
"148","Low4","2015-08-15 00:00:00","163","","6"
"148","Low4","2015-08-15 00:00:00","168","","1"
"148","Low4","2015-08-15 00:00:00","176","","1"
"148","Low4","2015-08-15 00:00:00","177","","10"
"148","Low4","2015-08-15 00:00:00","179","","2"
"148","Low4","2015-08-15 00:00:00","180","","3"
"148","Low4","2015-08-15 00:00:00","181","","9"
"148","Low4","2015-08-15 00:00:00","201","","9"
"148","Low4","2015-08-15 00:00:00","202","","1"
"148","Low4","2015-08-15 00:00:00","212","","44"
"148","Low4","2015-08-15 00:00:00","214","","1"
"148","Low4","2015-08-15 00:00:00","215","","1"
"149","Frank1","2015-08-18 00:00:00","168","","1"
"149","Frank1","2015-08-18 00:00:00","179","","285"
"149","Frank1","2015-08-18 00:00:00","180","","2"
"149","Frank1","2015-08-18 00:00:00","181","","2"
"149","Frank1","2015-08-18 00:00:00","192","","14"
"150","Frank2","2015-08-18 00:00:00","168","","61"
"150","Frank2","2015-08-18 00:00:00","177","","2"
"150","Frank2","2015-08-18 00:00:00","179","","144"
"150","Frank2","2015-08-18 00:00:00","180","","91"
"150","Frank2","2015-08-18 00:00:00","181","","18"
"150","Frank2","2015-08-18 00:00:00","202","","24"
"150","Frank2","2015-08-18 00:00:00","203","","2"
"151","LR-10","2015-08-22 00:00:00","168","","7"
"151","LR-10","2015-08-22 00:00:00","177","","13"
"151","LR-10","2015-08-22 00:00:00","180","","12"
"151","LR-10","2015-08-22 00:00:00","181","","11"
"151","LR-10","2015-08-22 00:00:00","201","","1"
"151","LR-10","2015-08-22 00:00:00","202","","2"
"151","LR-10","2015-08-22 00:00:00","203","","2"
"151","LR-10","2015-08-22 00:00:00","215","","36"
"152","LR-11A  ","2015-08-22 00:00:00","167","","1"
"152","LR-11A  ","2015-08-22 00:00:00","171","","25"
"152","LR-11A  ","2015-08-22 00:00:00","177","","53"
"152","LR-11A  ","2015-08-22 00:00:00","180","","2"
"152","LR-11A  ","2015-08-22 00:00:00","181","","16"
"152","LR-11A  ","2015-08-22 00:00:00","195","","2"
"152","LR-11A  ","2015-08-22 00:00:00","207","","1"
"152","LR-11A  ","2015-08-22 00:00:00","215","","4"
"153","Low4","2015-08-25 00:00:00","162","","1"
"153","Low4","2015-08-25 00:00:00","163","","16"
"153","Low4","2015-08-25 00:00:00","167","","2"
"153","Low4","2015-08-25 00:00:00","168","","1"
"153","Low4","2015-08-25 00:00:00","176","","1"
"153","Low4","2015-08-25 00:00:00","177","","14"
"153","Low4","2015-08-25 00:00:00","179","","7"
"153","Low4","2015-08-25 00:00:00","180","","49"
"153","Low4","2015-08-25 00:00:00","181","","56"
"153","Low4","2015-08-25 00:00:00","191","","2"
"153","Low4","2015-08-25 00:00:00","197","","3"
"153","Low4","2015-08-25 00:00:00","201","","48"
"153","Low4","2015-08-25 00:00:00","202","","5"
"153","Low4","2015-08-25 00:00:00","203","","8"
"153","Low4","2015-08-25 00:00:00","205","","1"
"153","Low4","2015-08-25 00:00:00","212","","19"
"153","Low4","2015-08-25 00:00:00","214","","4"
"153","Low4","2015-08-25 00:00:00","215","","3"
"154","Low6  ","2015-08-25 00:00:00","163","","1"
"154","Low6  ","2015-08-25 00:00:00","167","","5"
"154","Low6  ","2015-08-25 00:00:00","168","","1"
"154","Low6  ","2015-08-25 00:00:00","177","","30"
"154","Low6  ","2015-08-25 00:00:00","180","","29"
"154","Low6  ","2015-08-25 00:00:00","181","","56"
"154","Low6  ","2015-08-25 00:00:00","183","","1"
"154","Low6  ","2015-08-25 00:00:00","184","","1"
"154","Low6  ","2015-08-25 00:00:00","191","","4"
"154","Low6  ","2015-08-25 00:00:00","201","","56"
"154","Low6  ","2015-08-25 00:00:00","202","","5"
"154","Low6  ","2015-08-25 00:00:00","203","","15"
"154","Low6  ","2015-08-25 00:00:00","207","","1"
"154","Low6  ","2015-08-25 00:00:00","212","","3"
"154","Low6  ","2015-08-25 00:00:00","214","","2"
"154","Low6  ","2015-08-25 00:00:00","215","","5"
"155","MR-12","2015-08-28 00:00:00","163","","3"
"155","MR-12","2015-08-28 00:00:00","166","","3"
"155","MR-12","2015-08-28 00:00:00","167","","1"
"155","MR-12","2015-08-28 00:00:00","168","","24"
"155","MR-12","2015-08-28 00:00:00","176","","4"
"155","MR-12","2015-08-28 00:00:00","177","","10"
"155","MR-12","2015-08-28 00:00:00","179","","3"
"155","MR-12","2015-08-28 00:00:00","180","","9"
"155","MR-12","2015-08-28 00:00:00","181","","9"
"155","MR-12","2015-08-28 00:00:00","212","","38"
"155","MR-12","2015-08-28 00:00:00","214","","1"
"155","MR-12","2015-08-28 00:00:00","215","","9"
"156","Ton1","2015-08-28 00:00:00","167","55","1"
"156","Ton1","2015-08-28 00:00:00","177","3.5","1"
"156","Ton1","2015-08-28 00:00:00","179","4","1"
"156","Ton1","2015-08-28 00:00:00","180","5","1"
"156","Ton1","2015-08-28 00:00:00","181","8.5","2"
"156","Ton1","2015-08-28 00:00:00","192","4.5","2"
"156","Ton1","2015-08-28 00:00:00","203","3","38"
"156","Ton1","2015-08-28 00:00:00","207","7.5","1"
"156","Ton1","2015-08-28 00:00:00","211","3","11"
"156","Ton1","2015-08-28 00:00:00","212","5.5","1"
"156","Ton1","2015-08-28 00:00:00","179","4.5","1"
"156","Ton1","2015-08-28 00:00:00","179","5","2"
"156","Ton1","2015-08-28 00:00:00","179","5.5","1"
"156","Ton1","2015-08-28 00:00:00","179","7","2"
"156","Ton1","2015-08-28 00:00:00","179","7.5","1"
"156","Ton1","2015-08-28 00:00:00","179","8","2"
"156","Ton1","2015-08-28 00:00:00","179","8.5","1"
"156","Ton1","2015-08-28 00:00:00","179","9","2"
"156","Ton1","2015-08-28 00:00:00","203","3.5","2"
"156","Ton1","2015-08-28 00:00:00","203","6","1"
"156","Ton1","2015-08-28 00:00:00","180","5.5","1"
"156","Ton1","2015-08-28 00:00:00","180","6.5","3"
"156","Ton1","2015-08-28 00:00:00","180","7","2"
"156","Ton1","2015-08-28 00:00:00","180","8.5","1"
"156","Ton1","2015-08-28 00:00:00","180","9.5","1"
"156","Ton1","2015-08-28 00:00:00","180","10","2"
"156","Ton1","2015-08-28 00:00:00","180","13.5","1"
"156","Ton1","2015-08-28 00:00:00","180","18","1"
"156","Ton1","2015-08-28 00:00:00","177","4","2"
"156","Ton1","2015-08-28 00:00:00","177","4.5","1"
"156","Ton1","2015-08-28 00:00:00","177","5","5"
"156","Ton1","2015-08-28 00:00:00","177","5.5","7"
"156","Ton1","2015-08-28 00:00:00","177","6","4"
"156","Ton1","2015-08-28 00:00:00","177","6.5","5"
"156","Ton1","2015-08-28 00:00:00","177","7","3"
"156","Ton1","2015-08-28 00:00:00","177","7.5","1"
"156","Ton1","2015-08-28 00:00:00","207","13","1"
"156","Ton1","2015-08-28 00:00:00","211","4","2"
"157","Ton3","2015-08-28 00:00:00","163","4.5","1"
"157","Ton3","2015-08-28 00:00:00","167","12","1"
"157","Ton3","2015-08-28 00:00:00","168","8.5","1"
"157","Ton3","2015-08-28 00:00:00","177","3.5","2"
"157","Ton3","2015-08-28 00:00:00","179","7","1"
"157","Ton3","2015-08-28 00:00:00","180","4","1"
"157","Ton3","2015-08-28 00:00:00","201","8.5","1"
"157","Ton3","2015-08-28 00:00:00","202","6.5","1"
"157","Ton3","2015-08-28 00:00:00","203","4.5","1"
"157","Ton3","2015-08-28 00:00:00","212","5","2"
"157","Ton3","2015-08-28 00:00:00","179","8","1"
"157","Ton3","2015-08-28 00:00:00","179","8.5","1"
"157","Ton3","2015-08-28 00:00:00","179","9","1"
"157","Ton3","2015-08-28 00:00:00","203","5.5","1"
"157","Ton3","2015-08-28 00:00:00","203","6","1"
"157","Ton3","2015-08-28 00:00:00","168","10.5","4"
"157","Ton3","2015-08-28 00:00:00","168","11","2"
"157","Ton3","2015-08-28 00:00:00","168","11.5","2"
"157","Ton3","2015-08-28 00:00:00","168","13","1"
"157","Ton3","2015-08-28 00:00:00","180","4.5","1"
"157","Ton3","2015-08-28 00:00:00","180","5","1"
"157","Ton3","2015-08-28 00:00:00","180","8","1"
"157","Ton3","2015-08-28 00:00:00","180","11.5","1"
"157","Ton3","2015-08-28 00:00:00","180","12","1"
"157","Ton3","2015-08-28 00:00:00","177","4","7"
"157","Ton3","2015-08-28 00:00:00","177","4.5","9"
"157","Ton3","2015-08-28 00:00:00","177","5","10"
"157","Ton3","2015-08-28 00:00:00","177","5.5","4"
"157","Ton3","2015-08-28 00:00:00","177","6","2"
"157","Ton3","2015-08-28 00:00:00","202","13","1"
"158","Fowl4","2015-08-29 00:00:00","168","8","1"
"158","Fowl4","2015-08-29 00:00:00","177","3.5","1"
"158","Fowl4","2015-08-29 00:00:00","179","4","1"
"158","Fowl4","2015-08-29 00:00:00","180","10.5","1"
"158","Fowl4","2015-08-29 00:00:00","191","4.5","2"
"158","Fowl4","2015-08-29 00:00:00","203","4.5","1"
"158","Fowl4","2015-08-29 00:00:00","207","4.5","1"
"158","Fowl4","2015-08-29 00:00:00","212","4.5","1"
"158","Fowl4","2015-08-29 00:00:00","191","5","1"
"158","Fowl4","2015-08-29 00:00:00","191","5.5","3"
"158","Fowl4","2015-08-29 00:00:00","191","6.5","1"
"158","Fowl4","2015-08-29 00:00:00","191","7","1"
"158","Fowl4","2015-08-29 00:00:00","168","9","1"
"158","Fowl4","2015-08-29 00:00:00","177","4","1"
"158","Fowl4","2015-08-29 00:00:00","177","5","2"
"158","Fowl4","2015-08-29 00:00:00","177","5.5","2"
"158","Fowl4","2015-08-29 00:00:00","177","6","4"
"158","Fowl4","2015-08-29 00:00:00","212","5.5","2"
"158","Fowl4","2015-08-29 00:00:00","212","6","3"
"159","Low9","2015-08-29 00:00:00","163","","1"
"159","Low9","2015-08-29 00:00:00","168","","1"
"159","Low9","2015-08-29 00:00:00","177","","13"
"159","Low9","2015-08-29 00:00:00","180","","6"
"159","Low9","2015-08-29 00:00:00","181","","2"
"159","Low9","2015-08-29 00:00:00","191","","1"
"159","Low9","2015-08-29 00:00:00","202","","1"
"159","Low9","2015-08-29 00:00:00","207","","2"
"159","Low9","2015-08-29 00:00:00","212","","47"
"160","LR-3","2015-08-29 00:00:00","162","","1"
"160","LR-3","2015-08-29 00:00:00","168","","5"
"160","LR-3","2015-08-29 00:00:00","177","","10"
"160","LR-3","2015-08-29 00:00:00","179","","1"
"160","LR-3","2015-08-29 00:00:00","180","","3"
"160","LR-3","2015-08-29 00:00:00","212","","1"
"160","LR-3","2015-08-29 00:00:00","214","","2"
"160","LR-3","2015-08-29 00:00:00","215","","16"
"161","Ing1","2015-09-11 00:00:00","177","3.5","3"
