"SampleID","FIELDID","DateSampled","Primary ID","Length in cm","Quantity"
"201","Low9","2016-08-22 00:00:00","177","","19"
"201","Low9","2016-08-22 00:00:00","180","","3"
"201","Low9","2016-08-22 00:00:00","181","","7"
"201","Low9","2016-08-22 00:00:00","201","","2"
"201","Low9","2016-08-22 00:00:00","203","","2"
"201","Low9","2016-08-22 00:00:00","206","","5"
"201","Low9","2016-08-22 00:00:00","212","","149"
"201","Low9","2016-08-22 00:00:00","215","","3"
"202","Low6","2016-08-25 00:00:00","170","","1"
"202","Low6","2016-08-25 00:00:00","171","","3"
"202","Low6","2016-08-25 00:00:00","177","","12"
"202","Low6","2016-08-25 00:00:00","180","","7"
"202","Low6","2016-08-25 00:00:00","181","","9"
"202","Low6","2016-08-25 00:00:00","201","","5"
"202","Low6","2016-08-25 00:00:00","202","","3"
"202","Low6","2016-08-25 00:00:00","207","","2"
"202","Low6","2016-08-25 00:00:00","212","","3"
"202","Low6","2016-08-25 00:00:00","226","","1"
"202","Low6","2016-08-25 00:00:00","214","","4"
"202","Low6","2016-08-25 00:00:00","215","","62"
"203","LR-1","2016-08-25 00:00:00","168","","20"
"203","LR-1","2016-08-25 00:00:00","170","","2"
"203","LR-1","2016-08-25 00:00:00","171","","1"
"203","LR-1","2016-08-25 00:00:00","177","","18"
"203","LR-1","2016-08-25 00:00:00","180","","12"
"203","LR-1","2016-08-25 00:00:00","181","","7"
"203","LR-1","2016-08-25 00:00:00","212","","11"
"203","LR-1","2016-08-25 00:00:00","214","","4"
"203","LR-1","2016-08-25 00:00:00","215","","36"
"204","LR-5","2016-08-25 00:00:00","167","","4"
"204","LR-5","2016-08-25 00:00:00","168","","1"
"204","LR-5","2016-08-25 00:00:00","170","","1"
"204","LR-5","2016-08-25 00:00:00","177","","26"
"204","LR-5","2016-08-25 00:00:00","180","","11"
"204","LR-5","2016-08-25 00:00:00","181","","29"
"204","LR-5","2016-08-25 00:00:00","201","","46"
"204","LR-5","2016-08-25 00:00:00","202","","3"
"204","LR-5","2016-08-25 00:00:00","203","","11"
"204","LR-5","2016-08-25 00:00:00","212","","44"
"205","LR-10","2016-08-26 00:00:00","162","","3"
"205","LR-10","2016-08-26 00:00:00","168","","12"
"205","LR-10","2016-08-26 00:00:00","171","","5"
"205","LR-10","2016-08-26 00:00:00","177","","25"
"205","LR-10","2016-08-26 00:00:00","180","","5"
"205","LR-10","2016-08-26 00:00:00","181","","20"
"205","LR-10","2016-08-26 00:00:00","203","","6"
"205","LR-10","2016-08-26 00:00:00","206","","1"
"205","LR-10","2016-08-26 00:00:00","212","","1"
"205","LR-10","2016-08-26 00:00:00","214","","2"
"205","LR-10","2016-08-26 00:00:00","215","","123"
"206","LR-11A  ","2016-08-26 00:00:00","162","","4"
"206","LR-11A  ","2016-08-26 00:00:00","166","","2"
"206","LR-11A  ","2016-08-26 00:00:00","167","","1"
"206","LR-11A  ","2016-08-26 00:00:00","168","","3"
"206","LR-11A  ","2016-08-26 00:00:00","171","","17"
"206","LR-11A  ","2016-08-26 00:00:00","177","","126"
"206","LR-11A  ","2016-08-26 00:00:00","180","","1"
"206","LR-11A  ","2016-08-26 00:00:00","194","","83"
"206","LR-11A  ","2016-08-26 00:00:00","195","","19"
"206","LR-11A  ","2016-08-26 00:00:00","203","","3"
"206","LR-11A  ","2016-08-26 00:00:00","205","","1"
"206","LR-11A  ","2016-08-26 00:00:00","206","","1"
"206","LR-11A  ","2016-08-26 00:00:00","212","","3"
"206","LR-11A  ","2016-08-26 00:00:00","213","","2"
"206","LR-11A  ","2016-08-26 00:00:00","215","","46"
"207","Low7","2016-08-27 00:00:00","163","","1"
"207","Low7","2016-08-27 00:00:00","168","","11"
"207","Low7","2016-08-27 00:00:00","170","","1"
"207","Low7","2016-08-27 00:00:00","177","","32"
"207","Low7","2016-08-27 00:00:00","179","","1"
"207","Low7","2016-08-27 00:00:00","180","","7"
"207","Low7","2016-08-27 00:00:00","181","","7"
"207","Low7","2016-08-27 00:00:00","202","","2"
"207","Low7","2016-08-27 00:00:00","203","","3"
"207","Low7","2016-08-27 00:00:00","212","","1"
"207","Low7","2016-08-27 00:00:00","214","","3"
"207","Low7","2016-08-27 00:00:00","215","","113"
"208","Low8","2016-08-27 00:00:00","162","","3"
"208","Low8","2016-08-27 00:00:00","168","","2"
"208","Low8","2016-08-27 00:00:00","171","","1"
"208","Low8","2016-08-27 00:00:00","177","","31"
"208","Low8","2016-08-27 00:00:00","181","","15"
"208","Low8","2016-08-27 00:00:00","202","","3"
"208","Low8","2016-08-27 00:00:00","203","","3"
"208","Low8","2016-08-27 00:00:00","204","","1"
"208","Low8","2016-08-27 00:00:00","212","","3"
"208","Low8","2016-08-27 00:00:00","214","","3"
"208","Low8","2016-08-27 00:00:00","215","","117"
"209","MN-2","2016-09-15 00:00:00","176","4.5","1"
"209","MN-2","2016-09-15 00:00:00","177","3","78"
"209","MN-2","2016-09-15 00:00:00","212","4","1"
"209","MN-2","2016-09-15 00:00:00","177","3.5","34"
"209","MN-2","2016-09-15 00:00:00","177","4","53"
"209","MN-2","2016-09-15 00:00:00","177","4.5","126"
"209","MN-2","2016-09-15 00:00:00","177","5","53"
"209","MN-2","2016-09-15 00:00:00","177","5.5","10"
"209","MN-2","2016-09-15 00:00:00","177","6","9"
"209","MN-2","2016-09-15 00:00:00","212","4.5","4"
"209","MN-2","2016-09-15 00:00:00","212","5","11"
"209","MN-2","2016-09-15 00:00:00","212","5.5","3"
"209","MN-2","2016-09-15 00:00:00","212","6.5","1"
"210","MN-7","2016-09-15 00:00:00","168","6.5","1"
"210","MN-7","2016-09-15 00:00:00","177","3","74"
"210","MN-7","2016-09-15 00:00:00","180","7","2"
"210","MN-7","2016-09-15 00:00:00","212","4.5","1"
"210","MN-7","2016-09-15 00:00:00","215","5","1"
"210","MN-7","2016-09-15 00:00:00","168","7","3"
"210","MN-7","2016-09-15 00:00:00","168","7.5","1"
"210","MN-7","2016-09-15 00:00:00","177","3.5","34"
"210","MN-7","2016-09-15 00:00:00","177","4","48"
"210","MN-7","2016-09-15 00:00:00","177","4.5","38"
"210","MN-7","2016-09-15 00:00:00","177","5","15"
"210","MN-7","2016-09-15 00:00:00","177","6","4"
"210","MN-7","2016-09-15 00:00:00","177","7","1"
"210","MN-7","2016-09-15 00:00:00","180","8","1"
"210","MN-7","2016-09-15 00:00:00","212","5","2"
"211","Bell1","2016-09-16 00:00:00","163","7","1"
"211","Bell1","2016-09-16 00:00:00","168","4","3"
"211","Bell1","2016-09-16 00:00:00","177","7","1"
"211","Bell1","2016-09-16 00:00:00","180","4","1"
"211","Bell1","2016-09-16 00:00:00","181","6.5","2"
"211","Bell1","2016-09-16 00:00:00","202","7.5","1"
"211","Bell1","2016-09-16 00:00:00","203","3.5","1"
"211","Bell1","2016-09-16 00:00:00","205","6","1"
"211","Bell1","2016-09-16 00:00:00","207","9.5","1"
"211","Bell1","2016-09-16 00:00:00","212","4","1"
"211","Bell1","2016-09-16 00:00:00","168","4.5","9"
"211","Bell1","2016-09-16 00:00:00","168","5","18"
"211","Bell1","2016-09-16 00:00:00","168","5.5","26"
"211","Bell1","2016-09-16 00:00:00","168","6","14"
"211","Bell1","2016-09-16 00:00:00","168","6.5","3"
"211","Bell1","2016-09-16 00:00:00","168","7.5","1"
"211","Bell1","2016-09-16 00:00:00","168","9.5","4"
"211","Bell1","2016-09-16 00:00:00","168","10","1"
"211","Bell1","2016-09-16 00:00:00","168","10.5","3"
"211","Bell1","2016-09-16 00:00:00","168","11","1"
"211","Bell1","2016-09-16 00:00:00","168","12","1"
"211","Bell1","2016-09-16 00:00:00","168","7","2"
"211","Bell1","2016-09-16 00:00:00","177","5.5","6"
"211","Bell1","2016-09-16 00:00:00","177","4.5","1"
"211","Bell1","2016-09-16 00:00:00","177","6","5"
"211","Bell1","2016-09-16 00:00:00","177","5","3"
"211","Bell1","2016-09-16 00:00:00","180","4.5","5"
"211","Bell1","2016-09-16 00:00:00","180","5","13"
"211","Bell1","2016-09-16 00:00:00","180","5.5","2"
"211","Bell1","2016-09-16 00:00:00","180","6","7"
"211","Bell1","2016-09-16 00:00:00","180","6.5","4"
"211","Bell1","2016-09-16 00:00:00","180","7","5"
"211","Bell1","2016-09-16 00:00:00","180","7.5","2"
"211","Bell1","2016-09-16 00:00:00","180","9","1"
"211","Bell1","2016-09-16 00:00:00","180","10","3"
"211","Bell1","2016-09-16 00:00:00","180","11","1"
"211","Bell1","2016-09-16 00:00:00","180","11.5","1"
"211","Bell1","2016-09-16 00:00:00","180","12","3"
"211","Bell1","2016-09-16 00:00:00","180","12.5","2"
"211","Bell1","2016-09-16 00:00:00","180","13","2"
"211","Bell1","2016-09-16 00:00:00","181","7","2"
"211","Bell1","2016-09-16 00:00:00","181","7.5","4"
"211","Bell1","2016-09-16 00:00:00","181","8","3"
"211","Bell1","2016-09-16 00:00:00","181","8.5","1"
"211","Bell1","2016-09-16 00:00:00","181","9","1"
"211","Bell1","2016-09-16 00:00:00","181","9.5","1"
"211","Bell1","2016-09-16 00:00:00","181","10","5"
"211","Bell1","2016-09-16 00:00:00","181","11.5","2"
"211","Bell1","2016-09-16 00:00:00","181","12","6"
"211","Bell1","2016-09-16 00:00:00","181","12.5","1"
"211","Bell1","2016-09-16 00:00:00","181","13","1"
"211","Bell1","2016-09-16 00:00:00","181","14","2"
"211","Bell1","2016-09-16 00:00:00","181","14.5","3"
"211","Bell1","2016-09-16 00:00:00","181","15","4"
"211","Bell1","2016-09-16 00:00:00","181","16","1"
"211","Bell1","2016-09-16 00:00:00","181","17","3"
"211","Bell1","2016-09-16 00:00:00","202","10","1"
"211","Bell1","2016-09-16 00:00:00","203","4","1"
"211","Bell1","2016-09-16 00:00:00","212","4.5","7"
"211","Bell1","2016-09-16 00:00:00","212","5","12"
"211","Bell1","2016-09-16 00:00:00","212","5.5","4"
"211","Bell1","2016-09-16 00:00:00","212","6","3"
"211","Bell1","2016-09-16 00:00:00","212","6.5","1"
"211","Bell1","2016-09-16 00:00:00","212","7","1"
"211","Bell1","2016-09-16 00:00:00","212","7.5","1"
"212","Bell4","2016-09-16 00:00:00","168","4.5","1"
"212","Bell4","2016-09-16 00:00:00","176","3","7"
"212","Bell4","2016-09-16 00:00:00","177","3","30"
"212","Bell4","2016-09-16 00:00:00","179","5","3"
"212","Bell4","2016-09-16 00:00:00","180","5","4"
"212","Bell4","2016-09-16 00:00:00","181","4","1"
"212","Bell4","2016-09-16 00:00:00","201","5","1"
"212","Bell4","2016-09-16 00:00:00","202","8","2"
"212","Bell4","2016-09-16 00:00:00","203","3","4"
"212","Bell4","2016-09-16 00:00:00","212","4","4"
"212","Bell4","2016-09-16 00:00:00","168","5","2"
"212","Bell4","2016-09-16 00:00:00","168","5.5","1"
"212","Bell4","2016-09-16 00:00:00","168","6","2"
"212","Bell4","2016-09-16 00:00:00","168","6.5","1"
"212","Bell4","2016-09-16 00:00:00","168","11.5","1"
"212","Bell4","2016-09-16 00:00:00","176","3.5","6"
"212","Bell4","2016-09-16 00:00:00","176","4","13"
"212","Bell4","2016-09-16 00:00:00","176","4.5","22"
"212","Bell4","2016-09-16 00:00:00","176","5","5"
"212","Bell4","2016-09-16 00:00:00","176","5.5","2"
"212","Bell4","2016-09-16 00:00:00","176","6","6"
"212","Bell4","2016-09-16 00:00:00","176","8","1"
"212","Bell4","2016-09-16 00:00:00","177","3.5","39"
"212","Bell4","2016-09-16 00:00:00","177","4","104"
"212","Bell4","2016-09-16 00:00:00","177","4.5","191"
"212","Bell4","2016-09-16 00:00:00","177","5","101"
"212","Bell4","2016-09-16 00:00:00","177","5.5","22"
"212","Bell4","2016-09-16 00:00:00","177","6","18"
"212","Bell4","2016-09-16 00:00:00","177","6.5","5"
"212","Bell4","2016-09-16 00:00:00","179","6","1"
"212","Bell4","2016-09-16 00:00:00","179","7.5","1"
"212","Bell4","2016-09-16 00:00:00","180","5.5","5"
"212","Bell4","2016-09-16 00:00:00","180","6","8"
"212","Bell4","2016-09-16 00:00:00","180","6.5","3"
"212","Bell4","2016-09-16 00:00:00","180","7","4"
"212","Bell4","2016-09-16 00:00:00","180","11","2"
"212","Bell4","2016-09-16 00:00:00","180","11.5","1"
"212","Bell4","2016-09-16 00:00:00","181","4.5","3"
"212","Bell4","2016-09-16 00:00:00","181","5","15"
"212","Bell4","2016-09-16 00:00:00","181","5.5","8"
"212","Bell4","2016-09-16 00:00:00","181","6","4"
"212","Bell4","2016-09-16 00:00:00","181","14","1"
"212","Bell4","2016-09-16 00:00:00","201","5.5","3"
"212","Bell4","2016-09-16 00:00:00","201","6","5"
"212","Bell4","2016-09-16 00:00:00","201","6.5","1"
"212","Bell4","2016-09-16 00:00:00","202","8.5","1"
"212","Bell4","2016-09-16 00:00:00","203","4","1"
"212","Bell4","2016-09-16 00:00:00","203","4.5","5"
"212","Bell4","2016-09-16 00:00:00","203","6","1"
"212","Bell4","2016-09-16 00:00:00","212","4.5","27"
"212","Bell4","2016-09-16 00:00:00","212","5","15"
"212","Bell4","2016-09-16 00:00:00","212","5.5","3"
"212","Bell4","2016-09-16 00:00:00","212","6","3"
"212","Bell4","2016-09-16 00:00:00","212","7","1"
"213","UR-2","2016-09-16 00:00:00","168","3","1"
"213","UR-2","2016-09-16 00:00:00","176","3","1"
"213","UR-2","2016-09-16 00:00:00","177","3","145"
"213","UR-2","2016-09-16 00:00:00","180","4","3"
"213","UR-2","2016-09-16 00:00:00","181","3","1"
"213","UR-2","2016-09-16 00:00:00","212","3.5","7"
"213","UR-2","2016-09-16 00:00:00","168","4.5","3"
"213","UR-2","2016-09-16 00:00:00","168","5","3"
"213","UR-2","2016-09-16 00:00:00","168","5.5","2"
"213","UR-2","2016-09-16 00:00:00","168","6","2"
"213","UR-2","2016-09-16 00:00:00","168","6.5","1"
"213","UR-2","2016-09-16 00:00:00","168","8.5","1"
"213","UR-2","2016-09-16 00:00:00","176","3.5","1"
"213","UR-2","2016-09-16 00:00:00","176","4","7"
"213","UR-2","2016-09-16 00:00:00","176","4.5","2"
"213","UR-2","2016-09-16 00:00:00","176","5","1"
"213","UR-2","2016-09-16 00:00:00","176","5.5","2"
"213","UR-2","2016-09-16 00:00:00","176","6","4"
"213","UR-2","2016-09-16 00:00:00","176","6.5","1"
"213","UR-2","2016-09-16 00:00:00","176","7","1"
"213","UR-2","2016-09-16 00:00:00","177","3.5","84"
"213","UR-2","2016-09-16 00:00:00","177","4","62"
"213","UR-2","2016-09-16 00:00:00","177","4.5","43"
"213","UR-2","2016-09-16 00:00:00","177","5","18"
"213","UR-2","2016-09-16 00:00:00","177","5.5","3"
"213","UR-2","2016-09-16 00:00:00","177","6","1"
"213","UR-2","2016-09-16 00:00:00","180","4.5","4"
"213","UR-2","2016-09-16 00:00:00","180","5","6"
"213","UR-2","2016-09-16 00:00:00","180","5.5","4"
"213","UR-2","2016-09-16 00:00:00","180","6","7"
"213","UR-2","2016-09-16 00:00:00","180","6.5","2"
"213","UR-2","2016-09-16 00:00:00","180","7","1"
"213","UR-2","2016-09-16 00:00:00","180","7.5","1"
"213","UR-2","2016-09-16 00:00:00","180","10","1"
"213","UR-2","2016-09-16 00:00:00","181","3.5","1"
"213","UR-2","2016-09-16 00:00:00","181","4","5"
"213","UR-2","2016-09-16 00:00:00","181","4.5","7"
"213","UR-2","2016-09-16 00:00:00","181","5","4"
"213","UR-2","2016-09-16 00:00:00","181","5.5","1"
"213","UR-2","2016-09-16 00:00:00","181","6","1"
"213","UR-2","2016-09-16 00:00:00","181","10","1"
"213","UR-2","2016-09-16 00:00:00","181","11","1"
"213","UR-2","2016-09-16 00:00:00","212","4","34"
"213","UR-2","2016-09-16 00:00:00","212","4.5","23"
"213","UR-2","2016-09-16 00:00:00","212","5","3"
"214","Tar2","2016-09-22 00:00:00","168","4.5","1"
"214","Tar2","2016-09-22 00:00:00","170","9","1"
"214","Tar2","2016-09-22 00:00:00","176","3","4"
"214","Tar2","2016-09-22 00:00:00","177","3","16"
"214","Tar2","2016-09-22 00:00:00","179","3","1"
"214","Tar2","2016-09-22 00:00:00","180","4.5","1"
"214","Tar2","2016-09-22 00:00:00","181","4.5","2"
"214","Tar2","2016-09-22 00:00:00","202","5","1"
"214","Tar2","2016-09-22 00:00:00","203","4","2"
"214","Tar2","2016-09-22 00:00:00","207","7","1"
"214","Tar2","2016-09-22 00:00:00","212","3","9"
"214","Tar2","2016-09-22 00:00:00","168","5.5","1"
"214","Tar2","2016-09-22 00:00:00","168","6","1"
"214","Tar2","2016-09-22 00:00:00","168","6.5","2"
"214","Tar2","2016-09-22 00:00:00","168","7","1"
"214","Tar2","2016-09-22 00:00:00","168","7.5","2"
"214","Tar2","2016-09-22 00:00:00","168","8","4"
"214","Tar2","2016-09-22 00:00:00","168","8.5","13"
"214","Tar2","2016-09-22 00:00:00","168","9","13"
"214","Tar2","2016-09-22 00:00:00","168","9.5","10"
"214","Tar2","2016-09-22 00:00:00","168","10","22"
"214","Tar2","2016-09-22 00:00:00","168","10.5","12"
"214","Tar2","2016-09-22 00:00:00","168","11","12"
"214","Tar2","2016-09-22 00:00:00","168","11.5","3"
"214","Tar2","2016-09-22 00:00:00","168","12","2"
"214","Tar2","2016-09-22 00:00:00","168","12.5","1"
"214","Tar2","2016-09-22 00:00:00","168","13","1"
"214","Tar2","2016-09-22 00:00:00","168","14","1"
"214","Tar2","2016-09-22 00:00:00","168","14.5","2"
"214","Tar2","2016-09-22 00:00:00","168","15","2"
"214","Tar2","2016-09-22 00:00:00","168","16","1"
"214","Tar2","2016-09-22 00:00:00","176","3.5","3"
"214","Tar2","2016-09-22 00:00:00","176","4","1"
"214","Tar2","2016-09-22 00:00:00","176","4.5","1"
"214","Tar2","2016-09-22 00:00:00","176","5","1"
"214","Tar2","2016-09-22 00:00:00","176","5.5","1"
"214","Tar2","2016-09-22 00:00:00","176","6","2"
"214","Tar2","2016-09-22 00:00:00","176","6.5","2"
"214","Tar2","2016-09-22 00:00:00","176","8","1"
"214","Tar2","2016-09-22 00:00:00","177","3.5","31"
"214","Tar2","2016-09-22 00:00:00","177","4","10"
"214","Tar2","2016-09-22 00:00:00","177","4.5","48"
"214","Tar2","2016-09-22 00:00:00","177","5","53"
"214","Tar2","2016-09-22 00:00:00","177","5.5","28"
"214","Tar2","2016-09-22 00:00:00","177","6","7"
"214","Tar2","2016-09-22 00:00:00","177","6.5","1"
"214","Tar2","2016-09-22 00:00:00","179","3.5","1"
"214","Tar2","2016-09-22 00:00:00","179","4.5","5"
"214","Tar2","2016-09-22 00:00:00","179","5","7"
"214","Tar2","2016-09-22 00:00:00","179","5.5","4"
"214","Tar2","2016-09-22 00:00:00","179","6","6"
"214","Tar2","2016-09-22 00:00:00","179","6.5","6"
"214","Tar2","2016-09-22 00:00:00","179","7","8"
"214","Tar2","2016-09-22 00:00:00","179","7.5","3"
"214","Tar2","2016-09-22 00:00:00","179","8","1"
"214","Tar2","2016-09-22 00:00:00","180","5","17"
"214","Tar2","2016-09-22 00:00:00","180","5.5","6"
"214","Tar2","2016-09-22 00:00:00","180","6","7"
"214","Tar2","2016-09-22 00:00:00","180","6.5","4"
"214","Tar2","2016-09-22 00:00:00","180","7","6"
"214","Tar2","2016-09-22 00:00:00","180","7.5","3"
"214","Tar2","2016-09-22 00:00:00","180","8","3"
"214","Tar2","2016-09-22 00:00:00","180","8.5","5"
"214","Tar2","2016-09-22 00:00:00","180","9","5"
"214","Tar2","2016-09-22 00:00:00","180","9.5","4"
"214","Tar2","2016-09-22 00:00:00","180","10","3"
"214","Tar2","2016-09-22 00:00:00","180","10.5","3"
"214","Tar2","2016-09-22 00:00:00","180","11","3"
"214","Tar2","2016-09-22 00:00:00","180","11.5","2"
"214","Tar2","2016-09-22 00:00:00","180","12.5","1"
"214","Tar2","2016-09-22 00:00:00","180","13","2"
"214","Tar2","2016-09-22 00:00:00","180","14","1"
"214","Tar2","2016-09-22 00:00:00","180","14.5","2"
"214","Tar2","2016-09-22 00:00:00","180","15","1"
"214","Tar2","2016-09-22 00:00:00","180","16","1"
"214","Tar2","2016-09-22 00:00:00","181","5","6"
"214","Tar2","2016-09-22 00:00:00","181","5.5","2"
"214","Tar2","2016-09-22 00:00:00","181","6","4"
"214","Tar2","2016-09-22 00:00:00","181","6.5","1"
"214","Tar2","2016-09-22 00:00:00","181","7","1"
"214","Tar2","2016-09-22 00:00:00","181","9.5","1"
"214","Tar2","2016-09-22 00:00:00","181","10.5","2"
"214","Tar2","2016-09-22 00:00:00","181","11","1"
"214","Tar2","2016-09-22 00:00:00","202","7.5","1"
"214","Tar2","2016-09-22 00:00:00","212","3.5","22"
"214","Tar2","2016-09-22 00:00:00","212","4","36"
"214","Tar2","2016-09-22 00:00:00","212","4.5","23"
"214","Tar2","2016-09-22 00:00:00","212","5","5"
"214","Tar2","2016-09-22 00:00:00","212","5.5","1"
"214","Tar2","2016-09-22 00:00:00","212","6","1"
"214","Tar2","2016-09-22 00:00:00","203","4.5","1"
"214","Tar2","2016-09-22 00:00:00","203","5","3"
"215","Up3","2016-09-22 00:00:00","168","3","1"
"215","Up3","2016-09-22 00:00:00","177","4","9"
"215","Up3","2016-09-22 00:00:00","179","3.5","3"
"215","Up3","2016-09-22 00:00:00","180","4","1"
"215","Up3","2016-09-22 00:00:00","181","4.5","1"
"215","Up3","2016-09-22 00:00:00","209","3.5","2"
"215","Up3","2016-09-22 00:00:00","212","3","11"
"215","Up3","2016-09-22 00:00:00","168","3.5","3"
"215","Up3","2016-09-22 00:00:00","168","4","19"
"215","Up3","2016-09-22 00:00:00","168","4.5","51"
"215","Up3","2016-09-22 00:00:00","168","5","13"
"215","Up3","2016-09-22 00:00:00","168","5.5","14"
"215","Up3","2016-09-22 00:00:00","168","6","2"
"215","Up3","2016-09-22 00:00:00","168","7","1"
"215","Up3","2016-09-22 00:00:00","168","7.5","1"
"215","Up3","2016-09-22 00:00:00","168","8","4"
"215","Up3","2016-09-22 00:00:00","168","8.5","1"
"215","Up3","2016-09-22 00:00:00","168","9","3"
"215","Up3","2016-09-22 00:00:00","168","12","1"
"215","Up3","2016-09-22 00:00:00","168","13","1"
"215","Up3","2016-09-22 00:00:00","177","4.5","19"
"215","Up3","2016-09-22 00:00:00","177","5","11"
"215","Up3","2016-09-22 00:00:00","177","5.5","3"
"215","Up3","2016-09-22 00:00:00","177","6","1"
"215","Up3","2016-09-22 00:00:00","177","6.5","2"
"215","Up3","2016-09-22 00:00:00","177","7","1"
"215","Up3","2016-09-22 00:00:00","179","4","3"
"215","Up3","2016-09-22 00:00:00","179","4.5","2"
"215","Up3","2016-09-22 00:00:00","179","5","1"
"215","Up3","2016-09-22 00:00:00","179","5.5","1"
"215","Up3","2016-09-22 00:00:00","179","8","1"
"215","Up3","2016-09-22 00:00:00","180","4.5","1"
"215","Up3","2016-09-22 00:00:00","180","5","1"
"215","Up3","2016-09-22 00:00:00","180","5.5","1"
"215","Up3","2016-09-22 00:00:00","180","7","1"
"215","Up3","2016-09-22 00:00:00","180","8","1"
"215","Up3","2016-09-22 00:00:00","180","8.5","1"
"215","Up3","2016-09-22 00:00:00","180","9.5","1"
"215","Up3","2016-09-22 00:00:00","181","5","3"
"215","Up3","2016-09-22 00:00:00","181","6","1"
"215","Up3","2016-09-22 00:00:00","181","10.5","1"
"215","Up3","2016-09-22 00:00:00","209","4","5"
"215","Up3","2016-09-22 00:00:00","209","4.5","2"
"215","Up3","2016-09-22 00:00:00","212","3.5","21"
"215","Up3","2016-09-22 00:00:00","212","4","25"
"215","Up3","2016-09-22 00:00:00","212","4.5","36"
"215","Up3","2016-09-22 00:00:00","212","5","14"
"215","Up3","2016-09-22 00:00:00","212","5.5","1"
"215","Up3","2016-09-22 00:00:00","212","6","1"
"215","Up3","2016-09-22 00:00:00","212","6.5","1"
"216","UR-1","2016-09-22 00:00:00","167","4.5","1"
"216","UR-1","2016-09-22 00:00:00","168","3","1"
"216","UR-1","2016-09-22 00:00:00","176","4.5","1"
"216","UR-1","2016-09-22 00:00:00","177","3","70"
"216","UR-1","2016-09-22 00:00:00","179","6","2"
"216","UR-1","2016-09-22 00:00:00","180","5","4"
"216","UR-1","2016-09-22 00:00:00","181","4","1"
"216","UR-1","2016-09-22 00:00:00","190","23","1"
"216","UR-1","2016-09-22 00:00:00","203","3","1"
"216","UR-1","2016-09-22 00:00:00","212","3.5","12"
"216","UR-1","2016-09-22 00:00:00","167","5","5"
"216","UR-1","2016-09-22 00:00:00","167","5.5","2"
"216","UR-1","2016-09-22 00:00:00","167","6","1"
"216","UR-1","2016-09-22 00:00:00","168","3.5","1"
"216","UR-1","2016-09-22 00:00:00","168","5","7"
"216","UR-1","2016-09-22 00:00:00","168","5.5","2"
"216","UR-1","2016-09-22 00:00:00","168","6","2"
"216","UR-1","2016-09-22 00:00:00","168","6.5","3"
"216","UR-1","2016-09-22 00:00:00","168","9","1"
"216","UR-1","2016-09-22 00:00:00","168","10.5","1"
"216","UR-1","2016-09-22 00:00:00","168","11.5","1"
"216","UR-1","2016-09-22 00:00:00","176","6","1"
"216","UR-1","2016-09-22 00:00:00","176","6.5","1"
"216","UR-1","2016-09-22 00:00:00","177","3.5","36"
"216","UR-1","2016-09-22 00:00:00","177","4","54"
"216","UR-1","2016-09-22 00:00:00","177","4.5","93"
"216","UR-1","2016-09-22 00:00:00","177","5","76"
"216","UR-1","2016-09-22 00:00:00","177","5.5","21"
"216","UR-1","2016-09-22 00:00:00","177","6","20"
"216","UR-1","2016-09-22 00:00:00","177","6.5","1"
"216","UR-1","2016-09-22 00:00:00","177","7","2"
"216","UR-1","2016-09-22 00:00:00","179","7","1"
"216","UR-1","2016-09-22 00:00:00","180","7","1"
"216","UR-1","2016-09-22 00:00:00","180","12","1"
"216","UR-1","2016-09-22 00:00:00","180","14","1"
"216","UR-1","2016-09-22 00:00:00","181","4.5","1"
"216","UR-1","2016-09-22 00:00:00","181","5","1"
"216","UR-1","2016-09-22 00:00:00","181","6","2"
"216","UR-1","2016-09-22 00:00:00","181","6.5","1"
"216","UR-1","2016-09-22 00:00:00","181","14","1"
"216","UR-1","2016-09-22 00:00:00","181","15","1"
"216","UR-1","2016-09-22 00:00:00","181","16","1"
"216","UR-1","2016-09-22 00:00:00","181","17","1"
"216","UR-1","2016-09-22 00:00:00","181","18","1"
"216","UR-1","2016-09-22 00:00:00","181","20","1"
"216","UR-1","2016-09-22 00:00:00","181","23","2"
"216","UR-1","2016-09-22 00:00:00","203","6.5","1"
"216","UR-1","2016-09-22 00:00:00","212","4","29"
"216","UR-1","2016-09-22 00:00:00","212","4.5","63"
"216","UR-1","2016-09-22 00:00:00","212","5","29"
"216","UR-1","2016-09-22 00:00:00","212","5.5","1"
"216","UR-1","2016-09-22 00:00:00","212","6","1"
"216","UR-1","2016-09-22 00:00:00","212","6.5","3"
"216","UR-1","2016-09-22 00:00:00","212","7","3"
"217","Main1","2016-09-23 00:00:00","163","5","1"
"217","Main1","2016-09-23 00:00:00","167","11.5","1"
"217","Main1","2016-09-23 00:00:00","168","6","1"
"217","Main1","2016-09-23 00:00:00","176","3.5","1"
"217","Main1","2016-09-23 00:00:00","177","4","2"
"217","Main1","2016-09-23 00:00:00","180","4.5","1"
"217","Main1","2016-09-23 00:00:00","181","20","1"
"217","Main1","2016-09-23 00:00:00","186","15","1"
"217","Main1","2016-09-23 00:00:00","200","4","2"
"217","Main1","2016-09-23 00:00:00","201","6","2"
"217","Main1","2016-09-23 00:00:00","202","8","2"
"217","Main1","2016-09-23 00:00:00","203","3","2"
"217","Main1","2016-09-23 00:00:00","205","14.5","1"
"217","Main1","2016-09-23 00:00:00","207","10.5","1"
"217","Main1","2016-09-23 00:00:00","212","3","1"
