"SampID","HabitatSampled"
"531","leaf packs"
"531","pools"
"531","undercut overhanging"
"531","submerged wood"
"532","riffles"
"532","cobbles"
"532","runs"
"532","stream margins"
"532","leaf packs"
"532","pools"
"532","undercut overhanging"
"532","submerged wood"
"534","riffles"
"534","cobbles"
"534","runs"
"534","stream margins"
"534","leaf packs"
"534","pools"
"534","undercut overhanging"
"628","riffles"
"535","riffles"
"535","cobbles"
"535","runs"
"535","stream margins"
"535","leaf packs"
"535","pools"
"535","undercut overhanging"
"535","submerged wood"
"536","riffles"
"536","runs"
"536","leaf packs"
"536","pools"
"536","undercut overhanging"
"536","submerged wood"
"536","other"
"537","riffles"
"537","cobbles"
"537","aquatic plants"
"537","runs"
"537","stream margins"
"537","pools"
"537","undercut overhanging"
"537","submerged wood"
"538","riffles"
"538","cobbles"
"538","runs"
"538","stream margins"
"538","leaf packs"
"538","pools"
"538","undercut overhanging"
"538","submerged wood"
"547","riffles"
"547","stream margins"
"547","leaf packs"
"547","pools"
"547","undercut overhanging"
"547","submerged wood"
"546","riffles"
"546","cobbles"
"546","aquatic plants"
"546","stream margins"
"546","leaf packs"
"546","undercut overhanging"
"546","submerged wood"
"545","riffles"
"545","cobbles"
"545","aquatic plants"
"545","runs"
"545","stream margins"
"545","undercut overhanging"
"545","submerged wood"
"544","riffles"
"544","cobbles"
"544","undercut overhanging"
"544","submerged wood"
"543","cobbles"
"543","runs"
"543","leaf packs"
"543","undercut overhanging"
"543","submerged wood"
"542","riffles"
"542","cobbles"
"542","aquatic plants"
"542","runs"
"541","riffles"
"541","cobbles"
"541","aquatic plants"
"541","runs"
"541","stream margins"
"541","leaf packs"
"541","pools"
"541","undercut overhanging"
"541","submerged wood"
"540","riffles"
"540","leaf packs"
"540","pools"
"540","undercut overhanging"
"540","submerged wood"
"539","other"
"539","stream margins"
"539","leaf packs"
"539","undercut overhanging"
"539","submerged wood"
"548","riffles"
"548","cobbles"
"548","aquatic plants"
"548","runs"
"548","stream margins"
"548","leaf packs"
"548","pools"
"629","riffles"
"629","cobbles"
"629","aquatic plants"
"629","runs"
"629","stream margins"
"629","leaf packs"
"629","pools"
"629","undercut overhanging"
"629","submerged wood"
"629","bicycle"
"630","riffles"
"630","cobbles"
"630","aquatic plants"
"82","cobbles"
"82","leaf packs"
"82","undercut overhanging"
"83","riffles"
"83","cobbles"
"83","aquatic plants"
"83","leaf packs"
"83","undercut overhanging"
"84","cobbles"
"84","aquatic plants"
"84","runs"
"84","leaf packs"
"84","undercut overhanging"
"85","riffles"
"85","cobbles"
"85","aquatic plants"
"85","runs"
"85","stream margins"
"85","leaf packs"
"85","undercut overhanging"
"86","riffles"
"86","cobbles"
"86","runs"
"86","stream margins"
"86","leaf packs"
"86","undercut overhanging"
"87","riffles"
"87","cobbles"
"87","aquatic plants"
"87","runs"
"87","stream margins"
"87","leaf packs"
"87","pools"
"87","undercut overhanging"
"87","submerged wood"
"88","riffles"
"88","cobbles"
"88","aquatic plants"
"88","runs"
"88","stream margins"
"88","leaf packs"
"88","pools"
"88","undercut overhanging"
"88","submerged wood"
"89","riffles"
"89","cobbles"
"89","aquatic plants"
"89","runs"
"89","stream margins"
"89","leaf packs"
"89","pools"
"89","undercut overhanging"
"90","riffles"
"90","cobbles"
"90","aquatic plants"
"90","runs"
"90","stream margins"
"90","undercut overhanging"
"90","submerged wood"
"91","cobbles"
"91","aquatic plants"
"91","runs"
"91","stream margins"
"91","undercut overhanging"
"91","submerged wood"
"92","riffles"
"92","runs"
"92","pools"
"92","eddies"
"93","riffles"
"93","cobbles"
"93","aquatic plants"
"93","runs"
"93","leaf packs"
"93","undercut overhanging"
"94","riffles"
"94","cobbles"
"94","stream margins"
"94","leaf packs"
"94","pools"
"94","undercut overhanging"
"94","submerged wood"
"94","other"
"95","riffles"
"95","cobbles"
"95","runs"
"95","stream margins"
"95","leaf packs"
"95","pools"
"95","undercut overhanging"
"95","submerged wood"
"96","riffles"
"96","aquatic plants"
"96","runs"
"96","stream margins"
"96","leaf packs"
"96","pools"
"96","undercut overhanging"
"96","submerged wood"
"97","riffles"
"97","cobbles"
"97","aquatic plants"
"97","runs"
"97","stream margins"
"97","leaf packs"
"97","pools"
"97","undercut overhanging"
"97","submerged wood"
"98","riffles"
"98","cobbles"
"98","runs"
"98","stream margins"
"98","leaf packs"
"98","pools"
"98","undercut overhanging"
"98","submerged wood"
"99","riffles"
"99","cobbles"
"99","runs"
"99","stream margins"
"99","undercut overhanging"
"100","riffles"
"100","cobbles"
"100","runs"
"100","stream margins"
"100","leaf packs"
"100","undercut overhanging"
"101","riffles"
"101","cobbles"
"101","runs"
"101","stream margins"
"101","leaf packs"
"101","pools"
"101","undercut overhanging"
"101","submerged wood"
"223","cobbles"
"223","runs"
"223","stream margins"
"223","leaf packs"
"223","pools"
"223","undercut overhanging"
"223","submerged wood"
"224","cobbles"
"224","aquatic plants"
"224","stream margins"
"224","leaf packs"
"224","pools"
"224","undercut overhanging"
"224","submerged wood"
"225","cobbles"
"225","aquatic plants"
"225","other"
"225","leaf packs"
"225","pools"
"226","riffles"
"226","cobbles"
"226","aquatic plants"
"226","runs"
"226","stream margins"
"226","leaf packs"
"226","pools"
"226","undercut overhanging"
"226","submerged wood"
"227","cobbles"
"227","runs"
"227","stream margins"
"227","pools"
"228","riffles"
"228","runs"
"228","stream margins"
"228","pools"
"228","undercut overhanging"
"228","submerged wood"
"229","aquatic plants"
"229","runs"
"229","stream margins"
"229","leaf packs"
"229","pools"
"229","undercut overhanging"
"229","submerged wood"
"229","other"
"230","riffles"
"230","cobbles"
"230","runs"
"230","stream margins"
"230","leaf packs"
"230","pools"
"230","undercut overhanging"
"230","submerged wood"
"231","riffles"
"231","cobbles"
"231","aquatic plants"
"231","runs"
"231","stream margins"
"231","leaf packs"
"231","pools"
"231","undercut overhanging"
"231","submerged wood"
"232","cobbles"
"232","aquatic plants"
"232","runs"
"232","stream margins"
"232","leaf packs"
"232","pools"
"232","undercut overhanging"
"232","submerged wood"
"233","riffles"
"233","cobbles"
"233","aquatic plants"
"233","runs"
"233","stream margins"
"233","leaf packs"
"233","pools"
"233","undercut overhanging"
"233","submerged wood"
"234","cobbles"
"234","runs"
"234","stream margins"
"234","leaf packs"
"234","pools"
"234","undercut overhanging"
"234","submerged wood"
"235","riffles"
"235","cobbles"
"235","aquatic plants"
"235","runs"
"235","stream margins"
"235","leaf packs"
"235","pools"
"235","undercut overhanging"
"235","submerged wood"
"236","riffles"
"236","cobbles"
"236","aquatic plants"
"236","runs"
"236","stream margins"
"236","leaf packs"
"236","pools"
"236","undercut overhanging"
"236","submerged wood"
"237","riffles"
"237","cobbles"
"237","aquatic plants"
"237","stream margins"
"237","leaf packs"
"237","pools"
"237","undercut overhanging"
"237","submerged wood"
"237","other"
"238","riffles"
"238","cobbles"
"238","runs"
"238","aquatic plants"
"238","stream margins"
"238","leaf packs"
"238","undercut overhanging"
"238","submerged wood"
"238","other"
"239","riffles"
"239","cobbles"
"239","aquatic plants"
"239","runs"
"239","stream margins"
"239","leaf packs"
"239","pools"
"239","undercut overhanging"
"239","submerged wood"
"240","riffles"
"240","cobbles"
"240","runs"
"240","submerged wood"
"240","leaf packs"
"241","riffles"
"241","leaf packs"
"241","pools"
"241","undercut overhanging"
"242","riffles"
"242","cobbles"
"242","aquatic plants"
"242","runs"
"242","stream margins"
"242","pools"
"242","undercut overhanging"
"242","submerged wood"
"243","riffles"
"243","cobbles"
"243","aquatic plants"
"243","runs"
"243","stream margins"
"243","leaf packs"
"243","pools"
"243","undercut overhanging"
"243","submerged wood"
"244","riffles"
"244","cobbles"
"244","runs"
"244","stream margins"
"244","undercut overhanging"
"244","submerged wood"
"246","riffles"
"246","runs"
"246","stream margins"
"246","leaf packs"
"246","pools"
"246","undercut overhanging"
"246","submerged wood"
"247","riffles"
"247","cobbles"
"247","runs"
"247","stream margins"
"247","pools"
"247","submerged wood"
"248","aquatic plants"
"248","leaf packs"
"248","pools"
"248","undercut overhanging"
"248","submerged wood"
"249","riffles"
"249","aquatic plants"
"249","leaf packs"
"249","undercut overhanging"
"249","submerged wood"
"250","aquatic plants"
"250","leaf packs"
"250","undercut overhanging"
"251","riffles"
"251","cobbles"
"251","aquatic plants"
"251","runs"
"251","stream margins"
"251","leaf packs"
"251","pools"
"251","undercut overhanging"
"251","submerged wood"
"252","riffles"
"252","cobbles"
"252","runs"
"252","stream margins"
"252","leaf packs"
"252","pools"
"252","undercut overhanging"
"252","submerged wood"
"253","cobbles"
"253","runs"
"253","stream margins"
"253","leaf packs"
"253","pools"
"253","undercut overhanging"
"253","submerged wood"
"254","riffles"
"254","cobbles"
"254","aquatic plants"
"254","runs"
"254","stream margins"
"254","leaf packs"
"254","pools"
"254","undercut overhanging"
"254","submerged wood"
"255","riffles"
"255","runs"
"256","riffles"
"256","cobbles"
"256","runs"
"256","aquatic plants"
"256","stream margins"
"256","leaf packs"
"256","undercut overhanging"
"256","submerged wood"
"257","riffles"
"257","cobbles"
"257","runs"
"257","stream margins"
"257","leaf packs"
"257","pools"
"257","undercut overhanging"
"257","submerged wood"
"258","riffles"
"258","cobbles"
"258","runs"
"258","leaf packs"
"258","pools"
"259","submerged wood"
"259","undercut overhanging"
"259","leaf packs"
"259","riffles"
"259","pools"
"260",""
"261","cobbles"
"261","leaf packs"
"261","undercut overhanging"
"262","riffles"
"262","cobbles"
"262","runs"
"262","stream margins"
"262","pools"
"262","undercut overhanging"
"263",""
"264","riffles"
"264","runs"
"264","stream margins"
"264","leaf packs"
"264","pools"
"264","undercut overhanging"
"264","submerged wood"
"265","riffles"
"265","runs"
"265","stream margins"
"265","leaf packs"
"265","pools"
"265","undercut overhanging"
"265","submerged wood"
"266","riffles"
"266","cobbles"
"266","aquatic plants"
"266","runs"
"266","stream margins"
"266","leaf packs"
"266","pools"
"266","undercut overhanging"
"266","submerged wood"
"267","riffles"
"267","cobbles"
"267","aquatic plants"
"267","runs"
"267","stream margins"
"267","leaf packs"
"267","pools"
"267","undercut overhanging"
"267","submerged wood"
"268","riffles"
"268","cobbles"
"268","runs"
"268","stream margins"
"268","leaf packs"
"268","pools"
"268","undercut overhanging"
"269","riffles"
"269","cobbles"
"269","runs"
"269","stream margins"
"269","leaf packs"
"269","pools"
"269","undercut overhanging"
"269","submerged wood"
"270","riffles"
"270","cobbles"
"270","aquatic plants"
"270","runs"
"270","stream margins"
"270","leaf packs"
"270","pools"
"270","undercut overhanging"
"271","riffles"
"271","cobbles"
"271","runs"
"271","stream margins"
"271","leaf packs"
"271","pools"
"271","undercut overhanging"
"272","riffles"
"272","cobbles"
"272","runs"
"272","stream margins"
"272","leaf packs"
"272","pools"
"272","undercut overhanging"
"272","submerged wood"
"273","riffles"
"273","cobbles"
"273","runs"
"273","stream margins"
"273","leaf packs"
"273","pools"
"273","undercut overhanging"
"273","submerged wood"
"274","riffles"
"274","cobbles"
"274","runs"
"274","stream margins"
"274","leaf packs"
"274","pools"
"274","undercut overhanging"
"274","submerged wood"
"275","riffles"
"275","cobbles"
"275","aquatic plants"
"275","runs"
"275","stream margins"
"275","leaf packs"
"275","pools"
"275","undercut overhanging"
"275","submerged wood"
"276","cobbles"
"276","runs"
"276","stream margins"
"276","leaf packs"
"276","undercut overhanging"
"277","undercut overhanging"
"277","leaf packs"
"277","riffles"
"277","pools"
"277","submerged wood"
"278","stream margins"
"278","undercut overhanging"
"278","leaf packs"
"278","riffles"
"278","pools"
"279","riffles"
"279","cobbles"
"279","runs"
"279","stream margins"
"279","leaf packs"
"279","pools"
"279","undercut overhanging"
"280","riffles"
"280","cobbles"
"280","leaf packs"
"280","pools"
"280","undercut overhanging"
"280","submerged wood"
"281","riffles"
"281","cobbles"
"281","runs"
"281","stream margins"
"281","pools"
"281","undercut overhanging"
"282","riffles"
"282","cobbles"
"282","runs"
"282","stream margins"
"282","leaf packs"
"282","pools"
"282","undercut overhanging"
"282","submerged wood"
"283","riffles"
"283","cobbles"
"283","aquatic plants"
"283","runs"
"283","stream margins"
"283","leaf packs"
"283","pools"
"283","submerged wood"
"284","riffles"
"284","cobbles"
"284","aquatic plants"
"284","runs"
"283","stream margins"
"283","leaf packs"
"284","pools"
"284","undercut overhanging"
"284","submerged wood"
"285","riffles"
"285","cobbles"
"285","runs"
"285","stream margins"
"285","leaf packs"
"285","undercut overhanging"
"285","submerged wood"
"286",""
"287","riffles"
"287","cobbles"
"287","runs"
"287","stream margins"
"287","leaf packs"
"287","pools"
"287","undercut overhanging"
"287","submerged wood"
"288","riffles"
"288","runs"
"288","leaf packs"
"288","submerged wood"
"289","riffles"
"289","cobbles"
"289","aquatic plants"
"289","runs"
"289","stream margins"
"289","leaf packs"
"289","pools"
"289","undercut overhanging"
"289","submerged wood"
"290","riffles"
"290","cobbles"
"290","aquatic plants"
"290","runs"
"290","stream margins"
"290","leaf packs"
"290","undercut overhanging"
"291",""
"292","riffles"
"292","aquatic plants"
"292","runs"
"292","leaf packs"
"292","pools"
"292","undercut overhanging"
"292","submerged wood"
"293","riffles"
"293","cobbles"
"293","aquatic plants"
"293","runs"
"293","stream margins"
"293","leaf packs"
"293","pools"
"293","undercut overhanging"
"293","submerged wood"
"294","riffles"
"294","cobbles"
"294","runs"
"294","stream margins"
"294","pools"
"294","undercut overhanging"
"294","submerged wood"
"295","riffles"
"295","cobbles"
"295","runs"
"295","stream margins"
"295","pools"
"295","undercut overhanging"
"295","submerged wood"
"296","riffles"
"296","cobbles"
"296","runs"
"296","stream margins"
"296","leaf packs"
"296","pools"
"296","undercut overhanging"
"297","riffles"
"297","cobbles"
"297","aquatic plants"
"297","runs"
"297","stream margins"
"297","leaf packs"
"297","pools"
"297","undercut overhanging"
"297","submerged wood"
"298","riffles"
"298","cobbles"
"298","runs"
"299","riffles"
"299","cobbles"
"299","aquatic plants"
"299","runs"
"299","stream margins"
"299","leaf packs"
"299","pools"
"299","undercut overhanging"
"299","submerged wood"
"300","undercut overhanging"
"300","leaf packs"
"300","riffles"
"300","submerged wood"
"301","riffles"
"301","cobbles"
"301","runs"
"301","leaf packs"
"301","pools"
"301","undercut overhanging"
"302","undercut overhanging"
"302","leaf packs"
"302","riffles"
"302","submerged wood"
"303","cobbles"
"303","runs"
"303","leaf packs"
"303","undercut overhanging"
"303","submerged wood"
"304","riffles"
"304","cobbles"
"304","leaf packs"
"304","undercut overhanging"
"304","submerged wood"
"305","riffles"
"305","cobbles"
"305","leaf packs"
"305",""
"306","riffles"
"306","runs"
"306","stream margins"
"306","leaf packs"
"306","pools"
"306","undercut overhanging"
"306","submerged wood"
"307","riffles"
"307","cobbles"
"307","runs"
"307","stream margins"
"307","leaf packs"
"307","pools"
"307","undercut overhanging"
"307","submerged wood"
"307","other"
"308","riffles"
"308","cobbles"
"308","runs"
"308","stream margins"
"308","pools"
"308","undercut overhanging"
"309","riffles"
"309","cobbles"
"309","aquatic plants"
"309","other"
"309","runs"
"309","stream margins"
"309","undercut overhanging"
"309","submerged wood"
"310","riffles"
"310","cobbles"
"310","other"
"310","runs"
"310","stream margins"
"310","leaf packs"
"310","pools"
"310","undercut overhanging"
"310","submerged wood"
"311","riffles"
"311","cobbles"
"311","aquatic plants"
"311","runs"
"311","stream margins"
"311","leaf packs"
"311","pools"
"311","submerged wood"
"311","undercut overhanging"
"311","other"
"312","riffles"
"312","cobbles"
"312","aquatic plants"
"312","runs"
"312","stream margins"
"312","leaf packs"
"312","pools"
"312","undercut overhanging"
"312","submerged wood"
"313","cobbles"
"313","runs"
"313","stream margins"
"313","leaf packs"
"313","pools"
"313","undercut overhanging"
"313","submerged wood"
"314","riffles"
"314","cobbles"
"314","runs"
"314","stream margins"
"314","leaf packs"
"314","pools"
"314","submerged wood"
"314","undercut overhanging"
"315","riffles"
"315","cobbles"
"315","runs"
"315","stream margins"
"315","leaf packs"
"315","pools"
"315","undercut overhanging"
"315","submerged wood"
"316","riffles"
"316","cobbles"
"316","runs"
"316","stream margins"
"316","leaf packs"
"316","undercut overhanging"
"316","submerged wood"
"317","riffles"
"317","cobbles"
"317","runs"
"317","leaf packs"
"317","undercut overhanging"
"318","riffles"
"318","aquatic plants"
"318","runs"
"318","stream margins"
"318","leaf packs"
"318","pools"
"318","undercut overhanging"
"318","submerged wood"
"318","other"
"319","riffles"
"319","cobbles"
"319","runs"
"319","leaf packs"
"319","pools"
"319","undercut overhanging"
"319","submerged wood"
"320","riffles"
"320","cobbles"
"320","aquatic plants"
"320","runs"
"320","stream margins"
"320","leaf packs"
"320","pools"
"320","undercut overhanging"
"320","submerged wood"
"321","riffles"
"321","cobbles"
"321","runs"
"321","stream margins"
"321","undercut overhanging"
"322","riffles"
"322","cobbles"
"322","other"
"322","runs"
"322","stream margins"
"322","leaf packs"
"322","pools"
"322","undercut overhanging"
"322","submerged wood"
"323","riffles"
"323","cobbles"
"323","runs"
"323","stream margins"
"323","leaf packs"
"323","pools"
"323","undercut overhanging"
"323","submerged wood"
"324","riffles"
"324","cobbles"
"324","runs"
"324","stream margins"
"324","leaf packs"
"324","pools"
"324","submerged wood"
"325","undercut overhanging"
"325","leaf packs"
"325","riffles"
"325","other"
"326","riffles"
"326","leaf packs"
"326","undercut overhanging"
"327","riffles"
"327","cobbles"
"327","runs"
"327","leaf packs"
"327","pools"
"327","undercut overhanging"
"327","submerged wood"
"328","riffles"
"328","cobbles"
"328","runs"
"328","stream margins"
"328","leaf packs"
"328","pools"
"328","undercut overhanging"
"328","submerged wood"
"329","riffles"
"329","leaf packs"
"329","pools"
"329","undercut overhanging"
"329","submerged wood"
"330","undercut overhanging"
"330","leaf packs"
"330","riffles"
"330","pools"
"330","other"
"331","cobbles"
"331","runs"
"331","stream margins"
"331","leaf packs"
"331","pools"
"331","undercut overhanging"
"331","submerged wood"
"332","riffles"
"332","cobbles"
"332","runs"
"332","stream margins"
"332","leaf packs"
"332","pools"
"332","undercut overhanging"
"333","cobbles"
"333","runs"
"333","stream margins"
"333","leaf packs"
"333","undercut overhanging"
"333","submerged wood"
"334","riffles"
"334","aquatic plants"
"334","runs"
"334","stream margins"
"334","leaf packs"
"334","submerged wood"
"335","cobbles"
"335","leaf packs"
"335","undercut overhanging"
"335","submerged wood"
"336","riffles"
"336","aquatic plants"
"336","stream margins"
"336","leaf packs"
"336","pools"
"336","undercut overhanging"
"336","submerged wood"
"337","leaf packs"
"337","pools"
"337","undercut overhanging"
"337","submerged wood"
"338","riffles"
"338","cobbles"
"338","aquatic plants"
"338","runs"
"338","leaf packs"
"338","undercut overhanging"
"338","submerged wood"
"339","riffles"
"339","aquatic plants"
"339","runs"
"339","stream margins"
"339","leaf packs"
"339","pools"
"339","undercut overhanging"
"339","submerged wood"
"340","riffles"
"340","aquatic plants"
"340","runs"
"340","stream margins"
"340","leaf packs"
"340","pools"
"340","undercut overhanging"
"340","submerged wood"
"341","riffles"
"341","cobbles"
"341","aquatic plants"
"341","runs"
"341","stream margins"
"341","leaf packs"
"341","pools"
"341","undercut overhanging"
"341","submerged wood"
"342","aquatic plants"
"342","runs"
"342","leaf packs"
"342","pools"
"343","riffles"
"343","cobbles"
"343","runs"
"343","stream margins"
"343","leaf packs"
"343","pools"
"343","undercut overhanging"
"343","submerged wood"
"344","riffles"
"344","cobbles"
"344","stream margins"
"344","leaf packs"
"344","pools"
"344","undercut overhanging"
"344","submerged wood"
"345","riffles"
"345","cobbles"
"345","runs"
"345","stream margins"
"345","leaf packs"
"345","pools"
"345","undercut overhanging"
"345","submerged wood"
"346","riffles"
"346","cobbles"
"346","runs"
"346","stream margins"
"346","leaf packs"
"346","pools"
"346","undercut overhanging"
"346","submerged wood"
"347","cobbles"
"347","runs"
"347","leaf packs"
"347","undercut overhanging"
"347","submerged wood"
"348","riffles"
"348","cobbles"
"348","runs"
"348","stream margins"
"348","leaf packs"
"348","pools"
"348","undercut overhanging"
"348","submerged wood"
"349","riffles"
"349","cobbles"
"349","aquatic plants"
"349","stream margins"
"349","leaf packs"
"349","pools"
"349","undercut overhanging"
"349","submerged wood"
"350","riffles"
"350","cobbles"
"351","riffles"
"351","cobbles"
"351","aquatic plants"
"351","stream margins"
"351","leaf packs"
"351","pools"
"351","undercut overhanging"
"351","submerged wood"
"352","cobbles"
"352","aquatic plants"
"352","runs"
"352","stream margins"
"352","leaf packs"
"352","undercut overhanging"
"352","submerged wood"
"353","riffles"
"353","cobbles"
"353","other"
"353","stream margins"
"353","leaf packs"
"354","undercut overhanging"
"354","leaf packs"
"355","riffles"
"355","cobbles"
"355","aquatic plants"
"355","runs"
"355","stream margins"
"355","undercut overhanging"
"355","submerged wood"
"356","riffles"
"356","runs"
"356","pools"
"357","cobbles"
"357","leaf packs"
"357","undercut overhanging"
"357","submerged wood"
"358","riffles"
"358","cobbles"
"358","aquatic plants"
"358","runs"
"358","leaf packs"
"358","pools"
"358","submerged wood"
"359",""
"360","riffles"
"360","cobbles"
"360","runs"
"360","leaf packs"
"360","pools"
"360","undercut overhanging"
"360","submerged wood"
"361","cobbles"
"361","runs"
"361","stream margins"
"361","leaf packs"
"361","pools"
"361","undercut overhanging"
"361","submerged wood"
"362","riffles"
"362","cobbles"
"362","aquatic plants"
"362","runs"
"362","stream margins"
"362","leaf packs"
"362","pools"
"362","undercut overhanging"
"362","submerged wood"
"363","other"
"363","runs"
"363","stream margins"
"363","leaf packs"
"363","pools"
"363","undercut overhanging"
"363","submerged wood"
"364","cobbles"
"364","aquatic plants"
"364","runs"
"364","stream margins"
"364","leaf packs"
"364","pools"
"364","undercut overhanging"
"364","submerged wood"
"365","riffles"
"365","leaf packs"
"365","pools"
"365","undercut overhanging"
"366","cobbles"
"366","aquatic plants"
"366","runs"
"366","stream margins"
"366","leaf packs"
"366","pools"
"366","undercut overhanging"
"366","submerged wood"
"367","aquatic plants"
"367","runs"
"367","stream margins"
"367","leaf packs"
"367","pools"
"367","undercut overhanging"
"367","submerged wood"
"368","aquatic plants"
"368","other"
"368","runs"
"368","stream margins"
"368","leaf packs"
"368","pools"
"368","undercut overhanging"
"368","submerged wood"
"369","runs"
"369","leaf packs"
"369","undercut overhanging"
"369","submerged wood"
"370","undercut overhanging"
"370","leaf packs"
"370","other"
"371","riffles"
"371","cobbles"
"371","runs"
"371","stream margins"
"371","leaf packs"
"371","pools"
"371","undercut overhanging"
"371","submerged wood"
"371","other"
"372","riffles"
"372","runs"
"372","stream margins"
"372","pools"
"372","undercut overhanging"
"372","submerged wood"
"373","riffles"
"373","cobbles"
"373","runs"
"373","stream margins"
"373","leaf packs"
"373","pools"
"373","undercut overhanging"
"373","submerged wood"
"374","riffles"
"374","cobbles"
"374","runs"
"374","stream margins"
"374","leaf packs"
"374","pools"
"374","undercut overhanging"
"374","submerged wood"
"375","riffles"
"375","cobbles"
"375","runs"
"375","stream margins"
"375","pools"
"375","undercut overhanging"
"375","submerged wood"
"376","riffles"
"376","runs"
"376","leaf packs"
"376","undercut overhanging"
"378","riffles"
"378","cobbles"
"378","runs"
"378","stream margins"
"378","leaf packs"
"378","pools"
"378","undercut overhanging"
"378","submerged wood"
"379","riffles"
"379","cobbles"
"379","aquatic plants"
"379","runs"
"379","stream margins"
"379","leaf packs"
"379","pools"
"379","undercut overhanging"
"380","riffles"
"380","cobbles"
"380","aquatic plants"
"380","runs"
"380","stream margins"
"380","leaf packs"
"380","pools"
"380","undercut overhanging"
"381","riffles"
"381","cobbles"
"381","aquatic plants"
"381","stream margins"
"381","leaf packs"
"381","undercut overhanging"
"381","submerged wood"
"382","riffles"
"382","cobbles"
"382","aquatic plants"
"382","stream margins"
"382","leaf packs"
"382","undercut overhanging"
"382","submerged wood"
"383","riffles"
"383","cobbles"
"383","leaf packs"
"383","undercut overhanging"
"383","submerged wood"
"384","riffles"
"384","cobbles"
"384","aquatic plants"
"384","leaf packs"
"384","undercut overhanging"
"384","submerged wood"
"385","riffles"
"385","cobbles"
"385","aquatic plants"
"385","runs"
"385","stream margins"
"385","leaf packs"
"385","undercut overhanging"
"385","submerged wood"
"386","riffles"
"386","cobbles"
"386","stream margins"
"386","leaf packs"
"386","submerged wood"
"387","undercut overhanging"
"387","leaf packs"
"387","riffles"
"388","riffles"
"388","cobbles"
"388","leaf packs"
"388","pools"
"388","undercut overhanging"
"388","submerged wood"
"389","riffles"
"389","runs"
"390","riffles"
"390","cobbles"
"390","aquatic plants"
"390","runs"
"390","stream margins"
"390","leaf packs"
"390","pools"
"390","undercut overhanging"
"390","submerged wood"
"391","riffles"
"391","cobbles"
"391","aquatic plants"
"391","leaf packs"
"391","pools"
"391","undercut overhanging"
"391","submerged wood"
"392","cobbles"
"392","runs"
"392","stream margins"
"392","pools"
"392","submerged wood"
"393","riffles"
"393","cobbles"
"393","runs"
"393","stream margins"
"394","cobbles"
"394","runs"
"394","leaf packs"
"394","pools"
"394","submerged wood"
"395","riffles"
"395","cobbles"
"395","aquatic plants"
"395","runs"
"395","stream margins"
"395","leaf packs"
"395","pools"
"395","undercut overhanging"
"395","submerged wood"
"396","riffles"
"396","cobbles"
"396","runs"
"396","stream margins"
"396","leaf packs"
"396","pools"
"396","undercut overhanging"
"396","submerged wood"
"397","riffles"
"397","cobbles"
"397","runs"
"397","stream margins"
"397","leaf packs"
"397","pools"
"397","undercut overhanging"
"398","riffles"
"398","runs"
"398","leaf packs"
"398","pools"
"398","undercut overhanging"
"398","submerged wood"
"398","other"
"399","riffles"
"399","cobbles"
"399","aquatic plants"
"399","runs"
"399","stream margins"
"399","leaf packs"
"399","pools"
"399","undercut overhanging"
"399","submerged wood"
"400","riffles"
"400","runs"
"400","leaf packs"
"400","undercut overhanging"
"400","submerged wood"
"401","riffles"
"401","cobbles"
"401","aquatic plants"
"401","runs"
"401","stream margins"
"401","leaf packs"
"401","pools"
"401","undercut overhanging"
"401","submerged wood"
"402","cobbles"
"401","runs"
"402","leaf packs"
"402","pools"
"403","riffles"
"403","cobbles"
"403","aquatic plants"
"403","stream margins"
"403","leaf packs"
"403","pools"
"403","undercut overhanging"
"403","submerged wood"
"404","cobbles"
"404","runs"
"404","stream margins"
"404","leaf packs"
"404","undercut overhanging"
"404","submerged wood"
"405","cobbles"
"405","aquatic plants"
"405","runs"
"405","stream margins"
"405","leaf packs"
"405","pools"
"405","undercut overhanging"
"405","submerged wood"
"406","aquatic plants"
"406","leaf packs"
"407","riffles"
"407","aquatic plants"
"407","runs"
"407","stream margins"
"407","leaf packs"
"407","submerged wood"
"408","aquatic plants"
"408","runs"
"408","stream margins"
"408","leaf packs"
"408","pools"
"408","undercut overhanging"
"408","submerged wood"
"409","cobbles"
"409","aquatic plants"
"409","runs"
"409","stream margins"
"409","leaf packs"
"409","pools"
"409","undercut overhanging"
"409","submerged wood"
"410","aquatic plants"
"410","runs"
"410","stream margins"
"410","leaf packs"
"410","pools"
"410","undercut overhanging"
"410","submerged wood"
"411","aquatic plants"
"411","runs"
"411","stream margins"
"411","leaf packs"
"411","pools"
"411","undercut overhanging"
"411","submerged wood"
"412","runs"
"412","stream margins"
"413","riffles"
"413","cobbles"
"413","aquatic plants"
"413","runs"
"413","stream margins"
"413","pools"
"413","undercut overhanging"
"413","submerged wood"
"414","riffles"
"414","cobbles"
"414","aquatic plants"
"414","runs"
"414","stream margins"
"414","leaf packs"
"414","pools"
"414","undercut overhanging"
"414","submerged wood"
"415","riffles"
"415","cobbles"
"415","aquatic plants"
"415","runs"
"415","stream margins"
"415","leaf packs"
"415","pools"
"415","undercut overhanging"
"415","submerged wood"
"416","riffles"
"416","cobbles"
"416","aquatic plants"
"416","runs"
"416","stream margins"
"416","leaf packs"
"416","pools"
"416","undercut overhanging"
"416","submerged wood"
"417","riffles"
"417","cobbles"
"417","aquatic plants"
"417","runs"
"417","stream margins"
"417","leaf packs"
"417","pools"
"417","undercut overhanging"
